Year,Age_Group,Gender,Smoking_Prevalence,Drug_Experimentation,Socioeconomic_Status,Peer_Influence
2020,80+,Female,0.049999999999998934,7.93,Middle,18.1
2020,40-49,Male,52.16,94.53,High,12.1
2024,80+,Female,36.519999999999996,29.770000000000003,Middle,19.1
2021,60-69,Male,29.02,16.78,High,8.1
2021,10-19,Male,58.800000000000004,-7.110000000000001,Middle,15.1
2022,50-59,Male,12.45,-5.200000000000001,Low,18.1
2024,50-59,Male,13.85,41.81,Low,10.1
2024,80+,Female,10.279999999999998,9.799999999999995,Middle,15.1
2023,20-29,Female,21.76,68.82000000000001,Middle,13.1
2024,80+,Male,2.4400000000000013,-14.940000000000007,Low,10.1
2023,10-19,Male,27.270000000000003,19.700000000000003,Middle,15.1
2020,40-49,Male,18.02,38.04,High,11.1
2022,30-39,Female,60.68,24.45,Low,11.1
2022,20-29,Female,40.92,32.379999999999995,Low,17.1
2020,40-49,Male,31.900000000000002,56.949999999999996,Middle,13.1
2024,10-19,Male,54.0,66.00999999999999,High,16.1
2021,70-79,Male,17.49,5.990000000000002,High,9.1
2022,10-19,Female,17.599999999999998,-5.060000000000002,Low,15.1
2024,50-59,Male,45.18,67.50999999999999,High,7.1
2024,80+,Female,7.949999999999999,11.13,Middle,17.1
2021,10-19,Male,54.01,14.060000000000002,Middle,21.1
2020,50-59,Male,4.860000000000001,33.31,High,16.1
2020,40-49,Male,62.62,55.78,Middle,19.1
2023,30-39,Male,64.58000000000001,65.69,High,11.1
2023,40-49,Female,59.099999999999994,67.5,Middle,22.1
2020,10-19,Male,34.2,13.239999999999998,High,15.1
2020,10-19,Male,46.89,37.42,High,14.1
2020,30-39,Male,58.28,41.82,High,16.1
2024,30-39,Female,58.68,44.83,Low,12.1
2024,10-19,Male,20.57,49.24000000000001,High,10.1
2023,20-29,Male,24.790000000000003,18.29,Low,10.1
2021,20-29,Female,18.24,11.6,Low,16.1
2024,10-19,Male,53.32,28.47,Low,14.1
2020,40-49,Male,28.17,67.38,High,10.1
2022,30-39,Female,48.540000000000006,26.14,Low,9.1
2023,50-59,Female,23.56,57.22,High,14.1
2020,10-19,Female,32.49,15.54,Low,17.1
2024,50-59,Female,31.090000000000003,21.110000000000003,Middle,20.1
2024,20-29,Male,38.42,26.17,Middle,17.1
2020,40-49,Male,61.949999999999996,40.05,Middle,18.1
2024,10-19,Male,30.89,-7.710000000000003,Middle,19.1
2024,70-79,Male,5.859999999999999,26.65,Middle,13.1
2023,60-69,Male,6.27,28.480000000000004,Middle,19.1
2020,10-19,Male,33.86,-23.230000000000004,Low,16.1
2022,20-29,Male,24.14,71.79,Middle,13.1
2024,80+,Male,16.859999999999996,26.229999999999997,Middle,16.1
2024,20-29,Male,6.110000000000001,42.06,High,15.1
2022,30-39,Male,30.19,99.07,High,9.1
2020,60-69,Female,16.2,47.77,Middle,13.1
2021,30-39,Male,40.3,31.32,Low,16.1
2021,40-49,Female,13.330000000000002,52.15,High,11.1
2020,70-79,Male,12.55,-15.89,Middle,16.1
2024,30-39,Male,38.57,42.980000000000004,Middle,22.1
2020,10-19,Male,59.620000000000005,12.119999999999997,Middle,22.1
2020,20-29,Male,42.14,45.6,High,8.1
2020,70-79,Male,12.259999999999998,31.65,Middle,16.1
2023,10-19,Male,35.14,-14.230000000000004,Low,18.1
2024,80+,Male,7.34,6.119999999999996,Low,11.1
2023,30-39,Male,40.150000000000006,38.31,Low,10.1
2024,20-29,Male,25.040000000000003,78.72,High,14.1
2020,20-29,Male,46.66,23.270000000000003,Middle,15.1
2023,80+,Male,23.98,48.18,High,14.1
2021,10-19,Male,40.46,-3.910000000000002,Middle,15.1
2021,10-19,Female,64.75999999999999,8.0,Middle,13.1
2024,60-69,Female,10.75,21.880000000000003,Middle,22.1
2023,80+,Male,28.01,-3.4800000000000004,High,13.1
2020,70-79,Male,29.05,-0.9699999999999989,High,13.1
2024,50-59,Male,39.870000000000005,49.09,High,11.1
2024,10-19,Male,25.81,54.55,High,14.1
2021,80+,Male,25.040000000000003,-8.870000000000001,Middle,15.1
2021,60-69,Male,28.24,66.24000000000001,High,9.1
2023,30-39,Male,44.39,87.28999999999999,High,9.1
2023,20-29,Female,21.05,34.260000000000005,Low,14.1
2022,10-19,Female,50.04,14.740000000000002,High,7.1
2020,10-19,Male,38.02,36.18,High,13.1
2020,10-19,Male,62.77,23.25,Middle,18.1
2022,30-39,Female,71.41,62.67,Middle,20.1
2021,10-19,Male,36.77,13.36,Low,18.1
2022,30-39,Female,70.03,21.0,Middle,21.1
2020,30-39,Male,70.92,31.439999999999998,Middle,21.1
2020,40-49,Male,6.699999999999999,8.099999999999998,Low,12.1
2021,20-29,Male,43.76,47.38000000000001,Middle,15.1
2020,30-39,Male,42.35,49.7,High,8.1
2022,70-79,Male,-0.07000000000000028,-18.200000000000003,Low,17.1
2024,50-59,Female,16.080000000000002,22.5,Middle,19.1
2022,70-79,Female,41.739999999999995,8.770000000000003,Middle,14.1
2021,30-39,Male,60.25,62.45,Middle,16.1
2023,10-19,Male,33.21,24.659999999999997,High,11.1
2024,60-69,Female,-14.080000000000002,35.010000000000005,Low,17.1
2023,20-29,Female,16.18,47.11,Middle,15.1
2020,10-19,Male,16.759999999999998,52.32,High,8.1
2022,40-49,Male,28.52,37.95,High,13.1
2023,50-59,Male,3.6,77.84,High,16.1
2023,80+,Male,9.46,9.199999999999996,Low,15.1
2024,30-39,Female,43.46,65.83,High,7.1
2022,30-39,Male,56.28,37.59,Low,12.1
2020,20-29,Male,6.3100000000000005,50.21000000000001,High,12.1
2021,80+,Male,21.09,-14.030000000000001,Low,11.1
2024,10-19,Female,32.31,-2.7000000000000006,Middle,14.1
2024,10-19,Female,35.330000000000005,3.159999999999999,Low,17.1
2020,10-19,Male,40.05,45.86,High,10.1
2024,50-59,Female,25.85,53.76,Middle,19.1
2022,50-59,Male,44.65,7.16,Middle,15.1
2022,80+,Female,1.4800000000000004,23.059999999999995,Middle,18.1
2021,10-19,Male,51.79,35.77,Middle,18.1
2023,10-19,Male,38.49,9.29,High,13.1
2021,10-19,Male,32.23,31.71,Low,11.1
2024,50-59,Male,13.459999999999999,24.43,Low,10.1
2020,40-49,Male,38.60999999999999,71.78,High,11.1
2024,50-59,Male,31.0,40.410000000000004,High,16.1
2021,10-19,Male,34.56,8.889999999999997,Middle,19.1
2021,20-29,Female,12.570000000000002,78.81,High,13.1
2023,30-39,Male,37.92,44.66,Middle,22.1
2020,50-59,Female,45.66,41.46,Middle,13.1
2021,50-59,Male,39.69,25.59,High,7.1
2022,10-19,Male,27.690000000000005,28.949999999999996,High,15.1
2023,50-59,Female,12.86,29.21,Low,16.1
2024,30-39,Male,50.58,51.370000000000005,Middle,21.1
2022,30-39,Male,25.020000000000003,70.68,High,9.1
2022,70-79,Male,-15.26,-32.8,Low,14.1
2020,20-29,Male,46.61,52.32000000000001,Middle,15.1
2024,70-79,Female,-9.48,-1.5700000000000016,Low,18.1
2021,40-49,Male,62.489999999999995,42.7,Middle,16.1
2022,20-29,Male,51.7,55.25,Middle,18.1
2021,20-29,Male,49.74,75.65,Middle,21.1
2022,20-29,Male,41.8,42.42,Middle,14.1
2023,20-29,Male,18.46,58.94,High,14.1
2023,10-19,Male,53.260000000000005,8.729999999999997,Middle,13.1
2021,80+,Male,25.900000000000002,35.99,High,15.1
2021,40-49,Male,16.82,32.31,Low,13.1
2022,70-79,Male,15.34,17.1,High,15.1
2021,20-29,Male,12.06,71.35,High,13.1
2022,80+,Male,13.629999999999999,0.4799999999999969,High,10.1
2023,10-19,Male,32.85,57.059999999999995,High,12.1
2024,70-79,Male,-1.6800000000000015,-5.520000000000005,Low,10.1
2021,10-19,Female,45.800000000000004,27.949999999999996,Low,17.1
2021,80+,Female,0.4400000000000013,48.190000000000005,High,11.1
2022,30-39,Male,32.760000000000005,68.25999999999999,High,10.1
2020,20-29,Male,12.310000000000002,48.36,Low,13.1
2023,20-29,Male,40.83,74.15,Middle,19.1
2022,50-59,Male,24.9,76.03,High,8.1
2023,50-59,Female,53.17,5.4,Middle,18.1
2023,80+,Female,-7.899999999999999,-20.990000000000002,Low,18.1
2022,70-79,Male,12.650000000000002,11.490000000000002,Low,12.1
2022,50-59,Male,10.2,8.009999999999998,Low,16.1
2024,40-49,Female,32.75,52.22,Low,9.1
2023,40-49,Female,22.52,66.08,Middle,22.1
2022,40-49,Male,27.150000000000002,31.43,Middle,22.1
2022,70-79,Female,8.279999999999998,15.89,Middle,19.1
2023,70-79,Female,4.439999999999998,7.450000000000003,Middle,13.1
2021,60-69,Male,22.87,31.18,High,12.1
2022,80+,Female,-3.1000000000000014,-20.360000000000003,Low,9.1
2022,60-69,Male,6.669999999999998,29.760000000000005,High,12.1
2020,70-79,Female,-3.17,-34.78,Low,14.1
2020,70-79,Female,28.749999999999996,42.19,High,15.1
2020,30-39,Male,26.14,10.38,Low,11.1
2024,50-59,Male,31.080000000000002,77.95,High,11.1
2020,70-79,Male,-13.68,-23.71,Low,13.1
2020,10-19,Female,39.89,56.79,High,13.1
2020,10-19,Male,43.49,-21.550000000000004,Low,16.1
2024,20-29,Male,37.07,35.580000000000005,Middle,19.1
2023,10-19,Male,39.82,-11.240000000000002,Low,18.1
2020,30-39,Male,53.49,59.690000000000005,Middle,21.1
2021,40-49,Male,23.419999999999998,94.7,High,14.1
2024,80+,Female,-7.0,-37.730000000000004,Low,12.1
2021,80+,Male,13.91,-10.720000000000006,Low,17.1
2023,10-19,Male,32.540000000000006,28.990000000000002,High,13.1
2021,30-39,Male,66.59,65.49000000000001,Middle,22.1
2021,20-29,Female,10.54,29.459999999999997,Low,11.1
2020,40-49,Male,7.42,9.219999999999999,Low,9.1
2023,10-19,Male,44.790000000000006,-8.180000000000001,Middle,22.1
2022,30-39,Female,35.410000000000004,11.41,Low,17.1
2022,50-59,Male,34.02,55.45,Middle,20.1
2024,10-19,Female,43.480000000000004,-5.540000000000006,Low,9.1
2023,10-19,Female,32.68,49.86000000000001,High,10.1
2020,20-29,Male,21.18,47.28,Middle,21.1
2024,20-29,Male,9.14,50.12,Low,15.1
2020,10-19,Male,10.01,26.18,Low,18.1
2022,60-69,Male,1.0,-19.950000000000003,Low,9.1
2021,10-19,Male,22.38,3.139999999999997,Middle,19.1
2022,20-29,Male,26.65,55.72,High,15.1
2020,40-49,Female,7.92,46.97,High,13.1
2020,60-69,Male,18.259999999999998,-5.88,Middle,17.1
2023,20-29,Female,17.4,22.05,Middle,15.1
2020,10-19,Male,61.7,17.11,Middle,18.1
2022,50-59,Male,27.4,17.53,Middle,15.1
2020,70-79,Male,24.040000000000003,48.010000000000005,High,9.1
2023,10-19,Female,36.88,-0.3500000000000014,Middle,17.1
2022,30-39,Male,60.18,40.040000000000006,Low,12.1
2024,10-19,Female,54.14,9.42,High,8.1
2020,30-39,Male,60.5,50.71,Middle,15.1
2021,50-59,Male,22.61,23.23,Middle,18.1
2020,30-39,Female,46.61,40.91,Middle,13.1
2022,30-39,Male,29.560000000000002,92.87,High,13.1
2021,10-19,Male,52.65,46.33,Middle,22.1
2022,80+,Male,-3.83,12.949999999999996,High,12.1
2024,20-29,Female,9.62,48.57,High,14.1
2022,60-69,Female,18.62,68.06,High,9.1
2021,40-49,Female,37.18,38.01,Low,12.1
2024,70-79,Male,31.13,3.1,High,10.1
2022,20-29,Female,27.69,77.1,High,14.1
2022,10-19,Male,18.479999999999997,-2.1500000000000057,Low,12.1
2022,10-19,Male,37.72,-21.900000000000002,Low,15.1
2023,10-19,Male,50.970000000000006,16.35,Middle,22.1
2022,40-49,Male,25.37,45.78,Middle,18.1
2022,80+,Male,-13.600000000000001,36.36000000000001,High,8.1
2021,20-29,Male,15.56,73.38000000000001,Middle,19.1
2022,30-39,Male,67.63,72.5,Middle,22.1
2024,10-19,Female,42.370000000000005,49.08,High,12.1
2020,20-29,Female,5.37,41.769999999999996,Low,10.1
2023,30-39,Male,66.73,68.46000000000001,Middle,18.1
2021,60-69,Female,16.32,5.820000000000002,Low,12.1
2022,10-19,Female,51.22,41.17,Middle,20.1
2021,60-69,Male,18.720000000000002,14.790000000000001,Low,13.1
2021,60-69,Male,-3.5700000000000003,21.940000000000005,High,7.1
2020,40-49,Male,46.449999999999996,64.0,Middle,22.1
2023,20-29,Male,33.95,51.55,Middle,14.1
2020,40-49,Male,30.69,18.339999999999996,Low,14.1
2021,40-49,Male,39.199999999999996,51.169999999999995,High,14.1
2021,80+,Male,9.79,11.559999999999995,Middle,18.1
2022,20-29,Female,14.43,45.519999999999996,High,14.1
2022,10-19,Female,52.06,5.75,Middle,20.1
2023,50-59,Male,41.660000000000004,34.36,Middle,20.1
2021,50-59,Male,17.9,53.72,High,7.1
2020,30-39,Female,66.00999999999999,41.61,High,16.1
2023,10-19,Male,33.38,13.5,High,7.1
2021,50-59,Male,4.52,24.32,High,7.1
2024,50-59,Male,25.43,25.82,Middle,14.1
2020,30-39,Female,55.17,39.78,Middle,16.1
2023,10-19,Female,29.380000000000003,-5.0000000000000036,Low,18.1
2022,20-29,Female,46.57,42.980000000000004,Middle,13.1
2024,10-19,Female,42.42,22.270000000000003,Middle,14.1
2021,50-59,Male,21.89,57.5,High,7.1
2020,60-69,Male,21.51,-19.770000000000003,Low,9.1
2024,20-29,Male,50.18,56.53000000000001,Middle,13.1
2021,40-49,Male,50.239999999999995,58.3,Middle,22.1
2023,60-69,Male,25.180000000000003,-14.320000000000002,Low,10.1
2023,60-69,Female,30.109999999999996,40.010000000000005,Middle,19.1
2024,70-79,Male,10.09,-6.459999999999999,Middle,20.1
2020,40-49,Female,37.97,14.319999999999999,Low,12.1
2021,20-29,Male,20.14,46.540000000000006,High,16.1
2022,80+,Female,-5.4300000000000015,16.909999999999997,High,15.1
2023,70-79,Male,23.860000000000003,-12.480000000000004,Low,9.1
2023,60-69,Female,31.87,16.89,Middle,15.1
2022,30-39,Male,71.46000000000001,45.830000000000005,Middle,22.1
2021,20-29,Male,19.4,54.56,Middle,18.1
2021,20-29,Male,30.5,62.730000000000004,Middle,14.1
2021,10-19,Female,19.990000000000002,0.6999999999999957,Low,12.1
2022,30-39,Male,60.910000000000004,28.07,Middle,13.1
2020,20-29,Male,13.63,11.629999999999999,Low,12.1
2021,20-29,Female,1.8000000000000007,52.36,High,8.1
2021,20-29,Female,6.4,65.0,High,12.1
2022,50-59,Male,34.38,24.25,Middle,14.1
2021,20-29,Male,30.5,50.989999999999995,Low,18.1
2023,10-19,Male,69.23,10.189999999999998,Middle,14.1
2020,50-59,Female,27.92,59.01,Middle,15.1
2024,10-19,Male,47.13,37.79,High,12.1
2021,40-49,Male,9.05,44.36,High,9.1
2022,40-49,Female,50.029999999999994,61.18,Middle,20.1
2021,10-19,Female,53.85,25.07,High,15.1
2024,50-59,Female,25.51,31.14,Middle,18.1
2024,30-39,Male,67.19,91.28,High,11.1
2024,10-19,Male,34.76,19.68,Low,14.1
2021,10-19,Female,31.04,14.530000000000001,Middle,19.1
2020,60-69,Male,3.6899999999999995,-1.8599999999999994,Middle,15.1
2021,70-79,Female,22.599999999999998,0.3299999999999983,Low,10.1
2023,20-29,Female,1.7799999999999998,13.669999999999998,Low,9.1
2021,10-19,Male,25.96,19.839999999999996,High,11.1
2023,40-49,Female,17.66,51.9,High,14.1
2024,60-69,Female,-9.64,64.31,High,7.1
2024,10-19,Male,35.81,-6.710000000000003,Middle,22.1
2023,70-79,Male,21.37,9.939999999999998,Low,15.1
2024,20-29,Male,42.940000000000005,95.53,High,13.1
2022,20-29,Female,25.0,10.16,Low,14.1
2024,80+,Male,1.1900000000000013,-20.86,Middle,22.1
2023,20-29,Female,8.52,57.17,Low,11.1
2024,30-39,Male,70.41,42.26,Middle,18.1
2024,30-39,Male,38.160000000000004,48.74,High,8.1
2022,80+,Female,-14.030000000000001,26.64,High,8.1
2021,10-19,Female,34.89,18.519999999999996,Low,13.1
2024,50-59,Male,44.0,64.25999999999999,Middle,21.1
2022,30-39,Male,44.870000000000005,86.38,High,15.1
2020,60-69,Male,29.790000000000003,28.130000000000003,High,12.1
2021,40-49,Female,59.93,37.05,Middle,22.1
2021,80+,Female,30.3,3.299999999999997,Middle,22.1
2022,80+,Male,1.7300000000000004,-0.7000000000000028,High,9.1
2023,20-29,Male,40.31,11.49,Low,12.1
2022,10-19,Male,51.09,18.339999999999996,Low,10.1
2023,40-49,Male,42.15,44.74,Low,10.1
2021,50-59,Female,22.58,63.42,High,11.1
2021,80+,Male,-4.84,-26.85,Low,18.1
2023,80+,Male,19.830000000000002,9.71,Low,17.1
2022,30-39,Male,53.22,51.64,Low,12.1
2024,20-29,Male,6.84,60.12,High,14.1
2022,20-29,Female,10.580000000000002,35.870000000000005,Low,9.1
2023,30-39,Male,67.88,77.67,Middle,18.1
2021,60-69,Male,6.75,20.560000000000002,Low,13.1
2022,30-39,Male,33.19,62.74,High,14.1
2024,20-29,Female,28.35,74.39999999999999,High,13.1
2023,70-79,Female,17.88,-2.9200000000000017,High,16.1
2021,40-49,Male,41.65,48.46,Low,16.1
2020,20-29,Male,8.719999999999999,43.97,Low,12.1
2022,30-39,Male,22.28,43.33,Low,9.1
2021,40-49,Female,17.21,39.67,High,13.1
2023,50-59,Male,22.05,-3.620000000000001,Low,16.1
2020,50-59,Male,41.03,45.71,High,14.1
2020,70-79,Female,7.620000000000001,-0.8299999999999983,High,11.1
2021,20-29,Female,-2.0500000000000007,19.0,Low,14.1
2023,10-19,Male,68.03,14.670000000000002,Middle,22.1
2024,40-49,Female,9.379999999999999,38.550000000000004,Low,13.1
2022,60-69,Male,10.48,-7.640000000000002,Low,15.1
2023,70-79,Male,-0.7000000000000011,18.43,Low,18.1
2022,80+,Male,7.5,11.25,Low,11.1
2023,60-69,Male,23.24,49.02,Middle,21.1
2021,40-49,Male,12.399999999999999,40.86,High,8.1
2024,60-69,Male,26.19,-2.7400000000000015,Low,12.1
2022,80+,Female,-6.190000000000001,-11.71,Low,10.1
2024,30-39,Male,31.92,61.400000000000006,Low,15.1
2022,30-39,Female,50.43,43.57,High,9.1
2023,70-79,Male,18.81,-12.54,Middle,18.1
2023,20-29,Male,35.57,60.849999999999994,Middle,21.1
2020,20-29,Male,36.1,8.73,Low,14.1
2022,20-29,Male,34.0,70.05,High,11.1
2024,80+,Male,7.650000000000002,23.310000000000002,Middle,18.1
2023,40-49,Male,48.089999999999996,45.83,Middle,13.1
2024,80+,Male,27.7,8.020000000000001,High,10.1
2021,30-39,Male,48.790000000000006,60.45,Low,15.1
2024,10-19,Male,44.5,11.44,High,15.1
2022,10-19,Male,28.72,22.08,Middle,13.1
2024,60-69,Female,10.059999999999999,50.410000000000004,High,7.1
2021,50-59,Male,27.23,49.57,High,15.1
2022,20-29,Male,30.17,52.379999999999995,High,8.1
2021,20-29,Female,14.43,59.870000000000005,Middle,17.1
2021,70-79,Male,-12.150000000000002,-24.150000000000002,Low,10.1
2022,40-49,Male,42.66,32.28,Low,14.1
2021,70-79,Male,6.09,-23.68,Low,13.1
2023,30-39,Male,37.09,42.6,Middle,22.1
2020,20-29,Male,43.78,26.580000000000002,Middle,20.1
2020,20-29,Male,38.29,43.03,High,16.1
2021,10-19,Male,20.52,56.190000000000005,High,8.1
2022,20-29,Male,24.88,34.74,Low,9.1
2021,30-39,Male,34.68,73.63,High,16.1
2024,10-19,Female,30.189999999999998,-7.1800000000000015,Middle,16.1
2023,50-59,Male,26.020000000000003,72.56,High,11.1
2022,50-59,Male,6.21,-4.760000000000002,Low,18.1
2024,70-79,Male,18.669999999999998,10.649999999999997,High,11.1
2022,20-29,Male,4.84,87.35,High,11.1
2021,70-79,Female,2.5400000000000027,6.469999999999999,High,16.1
2020,20-29,Male,30.17,41.650000000000006,High,8.1
2020,70-79,Female,-4.950000000000001,35.86,High,9.1
2020,10-19,Male,65.5,1.9599999999999973,Middle,15.1
2022,60-69,Female,28.95,17.67,High,13.1
2023,20-29,Female,22.87,54.260000000000005,High,16.1
2022,20-29,Male,34.54,62.81,Middle,19.1
2023,20-29,Female,18.7,8.75,Low,18.1
2021,70-79,Female,15.95,12.170000000000002,High,7.1
2022,50-59,Male,21.27,36.25,Middle,17.1
2023,60-69,Male,-1.2400000000000002,34.27,High,15.1
2024,10-19,Male,64.56,35.25,Middle,20.1
2020,10-19,Male,48.4,26.769999999999996,High,9.1
2022,60-69,Male,-4.85,59.19,High,16.1
2020,70-79,Male,-6.68,30.060000000000002,High,14.1
2024,40-49,Male,43.28,67.75,Middle,15.1
2023,10-19,Male,54.660000000000004,0.4899999999999949,Middle,15.1
2020,20-29,Male,40.84,51.099999999999994,Low,11.1
2023,40-49,Male,45.2,30.129999999999995,Middle,20.1
2023,50-59,Male,34.84,78.74000000000001,High,7.1
2023,20-29,Male,27.93,13.18,Low,15.1
2024,20-29,Male,26.46,74.02,High,13.1
2022,10-19,Male,29.130000000000003,-4.970000000000001,Low,14.1
2020,10-19,Male,51.86,-9.870000000000005,Low,10.1
2024,50-59,Male,56.46,55.370000000000005,Middle,18.1
2020,30-39,Male,73.53,41.93,Middle,18.1
2024,60-69,Male,30.580000000000002,65.49,High,13.1
2021,10-19,Male,45.91,66.49000000000001,High,16.1
2020,40-49,Male,9.9,7.419999999999998,Low,17.1
2024,60-69,Male,13.850000000000001,16.680000000000007,Middle,19.1
2022,30-39,Female,51.980000000000004,47.790000000000006,Low,11.1
2023,60-69,Male,26.66,3.980000000000002,Low,9.1
2022,70-79,Male,18.98,34.8,Middle,18.1
2022,50-59,Female,46.6,32.56,Middle,16.1
2024,40-49,Male,37.49,81.69,High,13.1
2020,20-29,Male,4.23,37.58,Low,18.1
2020,20-29,Female,15.060000000000002,56.55,Low,14.1
2023,40-49,Female,40.93,27.15,Low,11.1
2021,80+,Male,-9.600000000000001,-21.19,Low,17.1
2023,20-29,Male,27.07,72.64,Middle,15.1
2021,40-49,Male,33.85,96.2,High,7.1
2021,80+,Male,23.080000000000002,12.659999999999997,High,14.1
2024,50-59,Female,-1.6400000000000006,34.34,Low,13.1
2023,40-49,Male,33.1,64.86,Low,11.1
2020,20-29,Male,39.83,62.34,Low,18.1
2024,30-39,Male,37.06,81.05,Middle,15.1
2022,70-79,Female,13.66,-25.310000000000002,Low,14.1
2024,40-49,Male,11.969999999999999,69.13,High,14.1
2023,10-19,Male,43.25,42.07,Middle,17.1
2023,30-39,Male,31.76,9.13,Low,10.1
2022,80+,Male,1.9400000000000013,-5.93,High,8.1
2020,10-19,Female,40.02,24.28,High,14.1
2020,40-49,Female,58.779999999999994,41.04,Middle,16.1
2020,10-19,Female,11.64,33.699999999999996,Low,14.1
2024,70-79,Male,8.220000000000002,-11.43,Low,10.1
2022,60-69,Male,-0.7199999999999989,-16.94,Low,18.1
2024,50-59,Male,10.35,32.08,High,14.1
2021,70-79,Male,-2.8000000000000007,14.990000000000002,Low,15.1
2022,50-59,Male,39.42,17.65,Low,15.1
2020,10-19,Male,29.07,-1.940000000000003,Middle,19.1
2024,20-29,Male,34.46,94.97,High,16.1
2022,70-79,Female,-6.240000000000002,-27.14,Low,10.1
2021,70-79,Male,18.88,17.96,Middle,19.1
2021,80+,Male,-7.530000000000001,45.470000000000006,High,10.1
2024,40-49,Female,12.309999999999999,84.42999999999999,High,11.1
2020,10-19,Female,66.42,44.269999999999996,Middle,22.1
2020,20-29,Male,36.88,86.0,High,8.1
2022,30-39,Male,32.22,75.5,High,11.1
2022,20-29,Male,37.22,74.87,Middle,22.1
2021,10-19,Female,10.549999999999999,0.5,Low,18.1
2022,40-49,Female,56.089999999999996,43.18,Middle,14.1
2023,10-19,Female,51.74,10.590000000000003,Middle,19.1
2022,60-69,Male,-5.94,0.6499999999999968,Low,16.1
2023,20-29,Female,39.22,77.99,High,13.1
2024,10-19,Female,35.14,34.16,High,10.1
2022,60-69,Male,14.43,32.480000000000004,High,10.1
2020,70-79,Female,12.32,-18.8,Low,10.1
2021,40-49,Male,6.14,4.509999999999998,Low,15.1
2024,20-29,Male,16.17,93.5,High,16.1
2021,10-19,Male,8.78,32.99,Low,15.1
2021,10-19,Male,30.620000000000005,41.98,High,9.1
2021,20-29,Male,28.28,64.46000000000001,Low,18.1
2020,20-29,Male,-1.17,37.05,Low,16.1
2021,40-49,Male,22.53,33.269999999999996,Low,18.1
2022,50-59,Female,6.19,66.22,High,8.1
2020,70-79,Male,16.919999999999998,4.8700000000000045,Middle,18.1
2022,40-49,Female,10.29,48.18,High,13.1
2022,60-69,Female,4.09,37.39,Middle,13.1
2022,30-39,Male,35.71,32.59,Middle,19.1
2021,50-59,Male,22.79,54.84,High,15.1
2023,10-19,Female,22.38,-11.780000000000001,Low,10.1
2024,50-59,Male,36.56,54.34,Middle,13.1
2022,30-39,Male,20.21,52.940000000000005,Low,11.1
2024,80+,Female,-3.7600000000000016,19.369999999999997,Low,13.1
2022,10-19,Female,8.009999999999998,17.25,Low,14.1
2023,70-79,Male,0.14999999999999858,46.92,High,10.1
2024,10-19,Male,46.910000000000004,51.78,High,13.1
2020,50-59,Male,37.9,20.85,Low,14.1
2023,80+,Male,21.430000000000003,3.9499999999999957,Low,10.1
2020,20-29,Male,26.97,25.14,Middle,19.1
2021,40-49,Male,25.990000000000002,39.28,Low,14.1
2020,10-19,Male,61.72,28.409999999999997,Middle,17.1
2020,50-59,Female,44.94,14.96,Middle,14.1
2024,30-39,Male,67.4,89.18,High,8.1
2022,10-19,Male,36.32,45.75,Middle,20.1
2022,20-29,Female,37.11,64.26,Low,11.1
2020,20-29,Male,24.1,13.5,Low,11.1
2021,10-19,Male,52.92,55.11000000000001,High,12.1
2020,10-19,Male,25.939999999999998,-11.810000000000002,Low,14.1
2021,20-29,Female,4.98,85.33,High,8.1
2023,10-19,Male,54.5,10.600000000000001,High,16.1
2024,50-59,Male,42.96,61.33,Middle,19.1
2020,60-69,Male,8.579999999999998,36.49,Low,12.1
2024,10-19,Male,46.42,25.880000000000003,Low,15.1
2020,20-29,Female,44.01,62.97,High,7.1
2024,40-49,Female,14.29,44.72,High,15.1
2022,30-39,Female,30.6,35.540000000000006,Low,11.1
2024,20-29,Male,21.790000000000003,76.26,Middle,22.1
2020,20-29,Male,5.54,30.110000000000003,Low,14.1
2023,20-29,Male,43.5,42.44,High,13.1
2021,10-19,Male,38.99,15.61,Low,13.1
2021,60-69,Female,0.5899999999999999,-18.65,Low,15.1
2021,10-19,Female,48.85,-18.340000000000003,Low,14.1
2024,10-19,Male,51.59,13.149999999999997,High,10.1
2020,20-29,Male,25.97,27.0,Low,10.1
2020,50-59,Female,1.9400000000000004,18.16,Low,17.1
2020,60-69,Male,15.509999999999998,45.59000000000001,Middle,13.1
2022,20-29,Male,21.85,63.05,Middle,13.1
2024,30-39,Male,54.52,56.690000000000005,Middle,18.1
2024,40-49,Male,61.91,32.33,Middle,22.1
2020,20-29,Male,12.750000000000002,91.21,High,15.1
2023,60-69,Male,8.309999999999999,68.14000000000001,High,12.1
2022,30-39,Female,36.150000000000006,45.900000000000006,Low,16.1
2024,10-19,Female,28.92,28.229999999999997,High,9.1
2020,80+,Female,-13.510000000000002,24.809999999999995,High,12.1
2023,70-79,Male,-10.280000000000001,36.53999999999999,High,10.1
2022,30-39,Male,50.47,12.73,Low,12.1
2023,30-39,Male,66.74000000000001,72.05000000000001,Middle,21.1
2024,20-29,Female,18.700000000000003,50.93,High,12.1
2023,60-69,Male,10.8,60.64,High,14.1
2024,70-79,Male,21.900000000000002,19.450000000000003,Middle,14.1
2023,20-29,Male,44.620000000000005,55.129999999999995,Low,9.1
2022,20-29,Male,36.76,9.54,Low,15.1
2020,60-69,Male,24.73,-13.58,Low,14.1
2023,40-49,Male,36.56,63.739999999999995,Low,17.1
2020,20-29,Male,14.06,81.61,High,14.1
2020,10-19,Male,25.259999999999998,32.25,Low,16.1
